partida_id,rodada,clube,chutes,chutes_no_alvo,posse_de_bola,passes,precisao_passes,faltas,cartao_amarelo,cartao_vermelho,impedimentos,escanteios,data,hora,mandante,visitante,formacao_mandante,formacao_visitante,vencedor,mandante_Placar,visitante_Placar,mandante_Estado,visitante_Estado,ano,total_gols,resultado,pontos,media_gols_ano,z_score_total_gols
6126,1,Cruzeiro,12.0,2.0,40.0,425.0,81.0,20.0,3.0,0.0,0.0,7.0,2018-04-14,16:00,Cruzeiro,Gremio,4-2-3-1,4-2-3-1,Gremio,0,1,MG,RS,2018,1,Derrota,0,2.1763157894736844,-0.7929357428384258
6126,1,Gremio,6.0,2.0,60.0,649.0,86.0,15.0,1.0,1.0,3.0,4.0,2018-04-14,16:00,Cruzeiro,Gremio,4-2-3-1,4-2-3-1,Gremio,0,1,MG,RS,2018,1,Vitória,3,2.1763157894736844,-0.7929357428384258
6127,1,Vitoria,21.0,6.0,66.0,545.0,88.0,24.0,3.0,0.0,2.0,4.0,2018-04-14,19:02,Vitoria,Flamengo,4-2-3-1,4-1-4-1,-,2,2,BA,RJ,2018,4,Empate,1,2.1763157894736844,1.229316487219304
6127,1,Flamengo,10.0,5.0,34.0,286.0,72.0,10.0,2.0,1.0,2.0,5.0,2018-04-14,19:02,Vitoria,Flamengo,4-2-3-1,4-1-4-1,-,2,2,BA,RJ,2018,4,Empate,1,2.1763157894736844,1.229316487219304
6128,1,Santos,22.0,3.0,54.0,532.0,90.0,7.0,0.0,0.0,1.0,4.0,2018-04-14,21:03,Santos,Ceara,4-3-3,4-1-4-1,Santos,2,0,SP,CE,2018,2,Vitória,3,2.1763157894736844,-0.11885166615251586
6128,1,Ceara,10.0,2.0,46.0,472.0,85.0,5.0,1.0,0.0,0.0,2.0,2018-04-14,21:03,Santos,Ceara,4-3-3,4-1-4-1,Santos,2,0,SP,CE,2018,2,Derrota,0,2.1763157894736844,-0.11885166615251586
6129,1,Sport,15.0,5.0,62.0,580.0,85.0,12.0,3.0,0.0,3.0,6.0,2018-04-15,11:00,America-MG,Sport,4-1-4-1,4-3-2-1,America-MG,3,0,MG,PE,2018,3,Derrota,0,2.1763157894736844,0.5552324105333941
6129,1,America-MG,14.0,4.0,38.0,363.0,76.0,11.0,1.0,0.0,4.0,2.0,2018-04-15,11:00,America-MG,Sport,4-1-4-1,4-3-2-1,America-MG,3,0,MG,PE,2018,3,Vitória,3,2.1763157894736844,0.5552324105333941
6130,1,Vasco,19.0,7.0,67.0,596.0,88.0,11.0,4.0,0.0,3.0,9.0,2018-04-15,16:01,Vasco,Atletico-MG,4-1-4-1,4-1-4-1,Vasco,2,1,RJ,MG,2018,3,Vitória,3,2.1763157894736844,0.5552324105333941
6130,1,Atletico-MG,11.0,6.0,33.0,321.0,78.0,18.0,3.0,0.0,3.0,3.0,2018-04-15,16:01,Vasco,Atletico-MG,4-1-4-1,4-1-4-1,Vasco,2,1,RJ,MG,2018,3,Derrota,0,2.1763157894736844,0.5552324105333941
6131,1,Bahia,12.0,2.0,55.0,491.0,82.0,18.0,0.0,0.0,1.0,3.0,2018-04-15,16:02,Internacional,Bahia,4-2-3-1,4-2-3-1,Internacional,2,0,RS,BA,2018,2,Derrota,0,2.1763157894736844,-0.11885166615251586
6131,1,Internacional,13.0,4.0,45.0,412.0,75.0,16.0,2.0,0.0,1.0,4.0,2018-04-15,16:02,Internacional,Bahia,4-2-3-1,4-2-3-1,Internacional,2,0,RS,BA,2018,2,Vitória,3,2.1763157894736844,-0.11885166615251586
6132,1,Corinthians,11.0,2.0,65.0,515.0,84.0,14.0,0.0,0.0,0.0,6.0,2018-04-15,16:02,Corinthians,Fluminense,4-2-4-0,5-4-1,Corinthians,2,1,SP,RJ,2018,3,Vitória,3,2.1763157894736844,0.5552324105333941
6132,1,Fluminense,13.0,3.0,35.0,293.0,73.0,15.0,0.0,0.0,0.0,2.0,2018-04-15,16:02,Corinthians,Fluminense,4-2-4-0,5-4-1,Corinthians,2,1,SP,RJ,2018,3,Derrota,0,2.1763157894736844,0.5552324105333941
6133,1,Chapecoense,14.0,1.0,30.0,271.0,77.0,16.0,3.0,0.0,1.0,9.0,2018-04-15,19:01,Athletico-PR,Chapecoense,3-4-2-1,5-4-1,Athletico-PR,5,1,PR,SC,2018,6,Derrota,0,2.1763157894736844,2.5774846405911243
6133,1,Athletico-PR,18.0,8.0,70.0,646.0,92.0,10.0,1.0,0.0,3.0,3.0,2018-04-15,19:01,Athletico-PR,Chapecoense,3-4-2-1,5-4-1,Athletico-PR,5,1,PR,SC,2018,6,Vitória,3,2.1763157894736844,2.5774846405911243
6134,1,Sao Paulo,10.0,5.0,52.0,480.0,86.0,20.0,4.0,0.0,3.0,7.0,2018-04-16,19:59,Sao Paulo,Parana,4-2-3-1,4-1-4-1,Sao Paulo,1,0,SP,PR,2018,1,Vitória,3,2.1763157894736844,-0.7929357428384258
6134,1,Parana,7.0,1.0,48.0,446.0,84.0,15.0,2.0,0.0,2.0,7.0,2018-04-16,19:59,Sao Paulo,Parana,4-2-3-1,4-1-4-1,Sao Paulo,1,0,SP,PR,2018,1,Derrota,0,2.1763157894736844,-0.7929357428384258
6135,1,Palmeiras,7.0,4.0,54.0,498.0,81.0,23.0,4.0,0.0,0.0,3.0,2018-04-16,20:00,Botafogo-RJ,Palmeiras,4-1-4-1,4-2-3-1,-,1,1,RJ,SP,2018,2,Empate,1,2.1763157894736844,-0.11885166615251586
6135,1,Botafogo-RJ,13.0,3.0,46.0,409.0,80.0,7.0,1.0,0.0,0.0,8.0,2018-04-16,20:00,Botafogo-RJ,Palmeiras,4-1-4-1,4-2-3-1,-,1,1,RJ,SP,2018,2,Empate,1,2.1763157894736844,-0.11885166615251586
6136,2,Bahia,12.0,5.0,54.0,395.0,84.0,29.0,4.0,0.0,2.0,7.0,2018-04-21,16:02,Bahia,Santos,4-2-3-1,4-2-3-1,Bahia,1,0,BA,SP,2018,1,Vitória,3,2.1763157894736844,-0.7929357428384258
6136,2,Santos,8.0,2.0,46.0,352.0,80.0,21.0,3.0,0.0,5.0,6.0,2018-04-21,16:02,Bahia,Santos,4-2-3-1,4-2-3-1,Bahia,1,0,BA,SP,2018,1,Derrota,0,2.1763157894736844,-0.7929357428384258
6137,2,America-MG,18.0,5.0,51.0,345.0,79.0,17.0,1.0,0.0,0.0,12.0,2018-04-21,19:00,Flamengo,America-MG,4-1-4-1,4-2-3-1,Flamengo,2,0,RJ,MG,2018,2,Derrota,0,2.1763157894736844,-0.11885166615251586
6137,2,Flamengo,14.0,5.0,49.0,345.0,82.0,15.0,1.0,0.0,1.0,6.0,2018-04-21,19:00,Flamengo,America-MG,4-1-4-1,4-2-3-1,Flamengo,2,0,RJ,MG,2018,2,Vitória,3,2.1763157894736844,-0.11885166615251586
6138,2,Corinthians,9.0,4.0,52.0,467.0,82.0,16.0,1.0,0.0,1.0,2.0,2018-04-22,11:00,Parana,Corinthians,4-2-3-1,4-2-4-0,Corinthians,0,4,PR,SP,2018,4,Vitória,3,2.1763157894736844,1.229316487219304
6138,2,Parana,17.0,6.0,48.0,413.0,84.0,16.0,1.0,0.0,2.0,5.0,2018-04-22,11:00,Parana,Corinthians,4-2-3-1,4-2-4-0,Corinthians,0,4,PR,SP,2018,4,Derrota,0,2.1763157894736844,1.229316487219304
6139,2,Ceara,14.0,3.0,51.0,497.0,85.0,12.0,1.0,0.0,1.0,7.0,2018-04-22,16:00,Ceara,Sao Paulo,3-4-2-1,4-1-4-1,-,0,0,CE,SP,2018,0,Empate,1,2.1763157894736844,-1.4670198195243358
6139,2,Sao Paulo,11.0,3.0,49.0,476.0,86.0,7.0,1.0,0.0,1.0,7.0,2018-04-22,16:00,Ceara,Sao Paulo,3-4-2-1,4-1-4-1,-,0,0,CE,SP,2018,0,Empate,1,2.1763157894736844,-1.4670198195243358
6140,2,Vitoria,11.0,3.0,39.0,321.0,78.0,19.0,4.0,0.0,1.0,5.0,2018-04-22,16:00,Atletico-MG,Vitoria,4-2-3-1,4-2-3-1,Atletico-MG,2,1,MG,BA,2018,3,Derrota,0,2.1763157894736844,0.5552324105333941
6140,2,Atletico-MG,12.0,5.0,61.0,497.0,86.0,22.0,2.0,0.0,6.0,6.0,2018-04-22,16:00,Atletico-MG,Vitoria,4-2-3-1,4-2-3-1,Atletico-MG,2,1,MG,BA,2018,3,Vitória,3,2.1763157894736844,0.5552324105333941
6141,2,Fluminense,3.0,1.0,31.0,273.0,69.0,13.0,3.0,1.0,0.0,1.0,2018-04-22,16:00,Fluminense,Cruzeiro,3-4-1-2,4-4-2,Fluminense,1,0,RJ,MG,2018,1,Vitória,3,2.1763157894736844,-0.7929357428384258
6141,2,Cruzeiro,16.0,6.0,69.0,576.0,85.0,19.0,2.0,0.0,3.0,7.0,2018-04-22,16:00,Fluminense,Cruzeiro,3-4-1-2,4-4-2,Fluminense,1,0,RJ,MG,2018,1,Derrota,0,2.1763157894736844,-0.7929357428384258
6142,2,Vasco,17.0,4.0,64.0,559.0,84.0,8.0,2.0,0.0,2.0,3.0,2018-04-22,16:01,Chapecoense,Vasco,4-2-3-1,4-2-3-1,-,1,1,SC,RJ,2018,2,Empate,1,2.1763157894736844,-0.11885166615251586
6142,2,Chapecoense,10.0,2.0,36.0,306.0,75.0,13.0,1.0,0.0,2.0,3.0,2018-04-22,16:01,Chapecoense,Vasco,4-2-3-1,4-2-3-1,-,1,1,SC,RJ,2018,2,Empate,1,2.1763157894736844,-0.11885166615251586
6143,2,Internacional,7.0,2.0,56.0,483.0,81.0,15.0,2.0,0.0,2.0,9.0,2018-04-22,16:01,Palmeiras,Internacional,4-2-3-1,4-2-3-1,Palmeiras,1,0,SP,RS,2018,1,Derrota,0,2.1763157894736844,-0.7929357428384258
6143,2,Palmeiras,13.0,2.0,44.0,390.0,79.0,14.0,2.0,0.0,0.0,8.0,2018-04-22,16:01,Palmeiras,Internacional,4-2-3-1,4-2-3-1,Palmeiras,1,0,SP,RS,2018,1,Vitória,3,2.1763157894736844,-0.7929357428384258
6144,2,Athletico-PR,7.0,1.0,51.0,602.0,85.0,15.0,2.0,1.0,1.0,4.0,2018-04-22,19:02,Gremio,Athletico-PR,4-2-3-1,3-4-3,-,0,0,RS,PR,2018,0,Empate,1,2.1763157894736844,-1.4670198195243358
6144,2,Gremio,22.0,6.0,49.0,587.0,86.0,9.0,3.0,0.0,3.0,7.0,2018-04-22,19:02,Gremio,Athletico-PR,4-2-3-1,3-4-3,-,0,0,RS,PR,2018,0,Empate,1,2.1763157894736844,-1.4670198195243358
6145,2,Sport,20.0,11.0,51.0,391.0,77.0,14.0,1.0,0.0,2.0,10.0,2018-04-23,20:00,Sport,Botafogo-RJ,4-2-3-1,4-1-4-1,-,1,1,PE,RJ,2018,2,Empate,1,2.1763157894736844,-0.11885166615251586
6145,2,Botafogo-RJ,10.0,1.0,49.0,375.0,77.0,15.0,3.0,0.0,0.0,7.0,2018-04-23,20:00,Sport,Botafogo-RJ,4-2-3-1,4-1-4-1,-,1,1,PE,RJ,2018,2,Empate,1,2.1763157894736844,-0.11885166615251586
6146,3,Botafogo-RJ,19.0,6.0,56.0,464.0,85.0,14.0,1.0,0.0,0.0,10.0,2018-04-28,16:01,Botafogo-RJ,Gremio,4-1-4-1,4-2-3-1,Botafogo-RJ,2,1,RJ,RS,2018,3,Vitória,3,2.1763157894736844,0.5552324105333941
6146,3,Gremio,9.0,1.0,44.0,388.0,79.0,12.0,1.0,0.0,2.0,4.0,2018-04-28,16:01,Botafogo-RJ,Gremio,4-1-4-1,4-2-3-1,Botafogo-RJ,2,1,RJ,RS,2018,3,Derrota,0,2.1763157894736844,0.5552324105333941
6149,3,Palmeiras,16.0,4.0,72.0,589.0,85.0,17.0,4.0,0.0,2.0,14.0,2018-04-29,15:59,Palmeiras,Chapecoense,4-2-3-1,4-1-4-1,-,0,0,SP,SC,2018,0,Empate,1,2.1763157894736844,-1.4670198195243358
6149,3,Chapecoense,7.0,0.0,28.0,237.0,71.0,17.0,6.0,0.0,2.0,1.0,2018-04-29,15:59,Palmeiras,Chapecoense,4-2-3-1,4-1-4-1,-,0,0,SP,SC,2018,0,Empate,1,2.1763157894736844,-1.4670198195243358
6151,3,Corinthians,5.0,1.0,42.0,413.0,80.0,15.0,3.0,0.0,0.0,0.0,2018-04-29,16:00,Atletico-MG,Corinthians,4-1-4-1,4-2-4-0,Atletico-MG,1,0,MG,SP,2018,1,Derrota,0,2.1763157894736844,-0.7929357428384258
6151,3,Atletico-MG,18.0,5.0,58.0,556.0,88.0,25.0,4.0,0.0,2.0,10.0,2018-04-29,16:00,Atletico-MG,Corinthians,4-1-4-1,4-2-4-0,Atletico-MG,1,0,MG,SP,2018,1,Vitória,3,2.1763157894736844,-0.7929357428384258
6152,3,Fluminense,12.0,2.0,55.0,370.0,80.0,17.0,3.0,0.0,2.0,7.0,2018-04-29,16:00,Fluminense,Sao Paulo,3-4-2-1,4-4-1-1,-,1,1,RJ,SP,2018,2,Empate,1,2.1763157894736844,-0.11885166615251586
6152,3,Sao Paulo,14.0,3.0,45.0,316.0,73.0,16.0,2.0,0.0,0.0,8.0,2018-04-29,16:00,Fluminense,Sao Paulo,3-4-2-1,4-4-1-1,-,1,1,RJ,SP,2018,2,Empate,1,2.1763157894736844,-0.11885166615251586
6147,3,Bahia,23.0,7.0,34.0,334.0,83.0,22.0,2.0,0.0,2.0,8.0,2018-04-29,16:01,Bahia,Athletico-PR,4-2-3-1,3-4-2-1,-,0,0,BA,PR,2018,0,Empate,1,2.1763157894736844,-1.4670198195243358
6147,3,Athletico-PR,9.0,2.0,66.0,640.0,88.0,12.0,2.0,0.0,1.0,2.0,2018-04-29,16:01,Bahia,Athletico-PR,4-2-3-1,3-4-2-1,-,0,0,BA,PR,2018,0,Empate,1,2.1763157894736844,-1.4670198195243358
6148,3,Flamengo,18.0,7.0,52.0,431.0,86.0,12.0,2.0,0.0,3.0,5.0,2018-04-29,16:01,Ceara,Flamengo,3-4-2-1,4-3-3,Flamengo,0,3,CE,RJ,2018,3,Vitória,3,2.1763157894736844,0.5552324105333941
6148,3,Ceara,8.0,1.0,48.0,401.0,88.0,18.0,1.0,0.0,1.0,2.0,2018-04-29,16:01,Ceara,Flamengo,3-4-2-1,4-3-3,Flamengo,0,3,CE,RJ,2018,3,Derrota,0,2.1763157894736844,0.5552324105333941
6150,3,Sport,10.0,3.0,30.0,261.0,63.0,15.0,1.0,0.0,3.0,1.0,2018-04-29,16:01,Parana,Sport,4-2-3-1,4-2-3-1,Sport,1,2,PR,PE,2018,3,Vitória,3,2.1763157894736844,0.5552324105333941
6150,3,Parana,28.0,12.0,70.0,575.0,85.0,14.0,1.0,0.0,2.0,8.0,2018-04-29,16:01,Parana,Sport,4-2-3-1,4-2-3-1,Sport,1,2,PR,PE,2018,3,Derrota,0,2.1763157894736844,0.5552324105333941
6153,3,Cruzeiro,8.0,0.0,41.0,350.0,77.0,14.0,3.0,0.0,1.0,4.0,2018-04-29,19:00,Internacional,Cruzeiro,4-2-3-1,4-4-2,-,0,0,RS,MG,2018,0,Empate,1,2.1763157894736844,-1.4670198195243358
6153,3,Internacional,22.0,6.0,59.0,462.0,83.0,15.0,4.0,0.0,5.0,18.0,2018-04-29,19:00,Internacional,Cruzeiro,4-2-3-1,4-4-2,-,0,0,RS,MG,2018,0,Empate,1,2.1763157894736844,-1.4670198195243358
6154,3,Vitoria,14.0,5.0,60.0,445.0,79.0,12.0,2.0,0.0,3.0,7.0,2018-04-30,20:02,America-MG,Vitoria,4-2-3-1,4-2-3-1,America-MG,2,1,MG,BA,2018,3,Derrota,0,2.1763157894736844,0.5552324105333941
6154,3,America-MG,15.0,8.0,40.0,305.0,68.0,14.0,1.0,1.0,0.0,8.0,2018-04-30,20:02,America-MG,Vitoria,4-2-3-1,4-2-3-1,America-MG,2,1,MG,BA,2018,3,Vitória,3,2.1763157894736844,0.5552324105333941
6156,4,America-MG,4.0,1.0,33.0,282.0,70.0,24.0,4.0,0.0,0.0,3.0,2018-05-05,19:00,Vasco,America-MG,4-2-3-1,4-2-3-1,Vasco,4,1,RJ,MG,2018,5,Derrota,0,2.1763157894736844,1.903400563905214
6156,4,Vasco,18.0,7.0,67.0,557.0,86.0,14.0,4.0,0.0,5.0,3.0,2018-05-05,19:00,Vasco,America-MG,4-2-3-1,4-2-3-1,Vasco,4,1,RJ,MG,2018,5,Vitória,3,2.1763157894736844,1.903400563905214
6157,4,Sao Paulo,7.0,2.0,38.0,317.0,77.0,17.0,4.0,0.0,2.0,6.0,2018-05-05,19:01,Sao Paulo,Atletico-MG,3-4-3,4-2-3-1,-,2,2,SP,MG,2018,4,Empate,1,2.1763157894736844,1.229316487219304
6157,4,Atletico-MG,9.0,5.0,62.0,535.0,87.0,14.0,4.0,0.0,2.0,7.0,2018-05-05,19:01,Sao Paulo,Atletico-MG,3-4-3,4-2-3-1,-,2,2,SP,MG,2018,4,Empate,1,2.1763157894736844,1.229316487219304
6158,4,Ceara,4.0,3.0,38.0,380.0,82.0,20.0,4.0,0.0,3.0,2.0,2018-05-06,11:03,Corinthians,Ceara,4-2-3-1,4-2-3-1,-,1,1,SP,CE,2018,2,Empate,1,2.1763157894736844,-0.11885166615251586
6158,4,Corinthians,14.0,4.0,62.0,585.0,89.0,12.0,2.0,0.0,2.0,12.0,2018-05-06,11:03,Corinthians,Ceara,4-2-3-1,4-2-3-1,-,1,1,SP,CE,2018,2,Empate,1,2.1763157894736844,-0.11885166615251586
6159,4,Internacional,11.0,4.0,42.0,345.0,82.0,15.0,4.0,1.0,0.0,6.0,2018-05-06,16:00,Flamengo,Internacional,4-1-4-1,4-1-4-1,Flamengo,2,0,RJ,RS,2018,2,Derrota,0,2.1763157894736844,-0.11885166615251586
6159,4,Flamengo,17.0,7.0,58.0,470.0,86.0,12.0,5.0,0.0,1.0,6.0,2018-05-06,16:00,Flamengo,Internacional,4-1-4-1,4-1-4-1,Flamengo,2,0,RJ,RS,2018,2,Vitória,3,2.1763157894736844,-0.11885166615251586
6160,4,Cruzeiro,23.0,6.0,52.0,417.0,82.0,19.0,1.0,0.0,5.0,8.0,2018-05-06,16:00,Cruzeiro,Botafogo-RJ,4-2-3-1,4-1-4-1,Cruzeiro,1,0,MG,RJ,2018,1,Vitória,3,2.1763157894736844,-0.7929357428384258
6160,4,Botafogo-RJ,7.0,1.0,48.0,395.0,80.0,12.0,4.0,0.0,1.0,6.0,2018-05-06,16:00,Cruzeiro,Botafogo-RJ,4-2-3-1,4-1-4-1,Cruzeiro,1,0,MG,RJ,2018,1,Derrota,0,2.1763157894736844,-0.7929357428384258
6161,4,Athletico-PR,9.0,4.0,62.0,619.0,89.0,10.0,1.0,0.0,3.0,3.0,2018-05-06,16:00,Athletico-PR,Palmeiras,3-4-2-1,4-2-3-1,Palmeiras,1,3,PR,SP,2018,4,Derrota,0,2.1763157894736844,1.229316487219304
6161,4,Palmeiras,15.0,6.0,38.0,389.0,77.0,15.0,2.0,0.0,1.0,6.0,2018-05-06,16:00,Athletico-PR,Palmeiras,3-4-2-1,4-2-3-1,Palmeiras,1,3,PR,SP,2018,4,Vitória,3,2.1763157894736844,1.229316487219304
6162,4,Fluminense,18.0,4.0,66.0,517.0,84.0,7.0,1.0,0.0,1.0,9.0,2018-05-06,16:01,Vitoria,Fluminense,4-2-3-1,3-1-4-2,Fluminense,1,2,BA,RJ,2018,3,Vitória,3,2.1763157894736844,0.5552324105333941
6162,4,Vitoria,7.0,1.0,34.0,274.0,72.0,18.0,2.0,0.0,3.0,3.0,2018-05-06,16:01,Vitoria,Fluminense,4-2-3-1,3-1-4-2,Fluminense,1,2,BA,RJ,2018,3,Derrota,0,2.1763157894736844,0.5552324105333941
6163,4,Gremio,18.0,8.0,64.0,657.0,90.0,15.0,1.0,0.0,0.0,8.0,2018-05-06,19:00,Gremio,Santos,4-2-3-1,4-3-3,Gremio,5,1,RS,SP,2018,6,Vitória,3,2.1763157894736844,2.5774846405911243
6163,4,Santos,8.0,2.0,36.0,370.0,83.0,22.0,3.0,0.0,1.0,1.0,2018-05-06,19:00,Gremio,Santos,4-2-3-1,4-3-3,Gremio,5,1,RS,SP,2018,6,Derrota,0,2.1763157894736844,2.5774846405911243
6164,4,Sport,20.0,9.0,47.0,343.0,76.0,18.0,1.0,0.0,1.0,9.0,2018-05-06,19:01,Sport,Bahia,4-1-4-1,4-2-3-1,Sport,2,0,PE,BA,2018,2,Vitória,3,2.1763157894736844,-0.11885166615251586
6164,4,Bahia,7.0,1.0,53.0,393.0,78.0,21.0,1.0,1.0,0.0,7.0,2018-05-06,19:01,Sport,Bahia,4-1-4-1,4-2-3-1,Sport,2,0,PE,BA,2018,2,Derrota,0,2.1763157894736844,-0.11885166615251586
6165,4,Chapecoense,13.0,2.0,53.0,373.0,73.0,10.0,1.0,0.0,0.0,6.0,2018-05-07,20:01,Chapecoense,Parana,4-2-3-1,4-2-3-1,-,1,1,SC,PR,2018,2,Empate,1,2.1763157894736844,-0.11885166615251586
6165,4,Parana,18.0,3.0,47.0,338.0,71.0,16.0,2.0,1.0,1.0,4.0,2018-05-07,20:01,Chapecoense,Parana,4-2-3-1,4-2-3-1,-,1,1,SC,PR,2018,2,Empate,1,2.1763157894736844,-0.11885166615251586
6166,5,Gremio,11.0,1.0,78.0,721.0,89.0,13.0,3.0,0.0,0.0,11.0,2018-05-12,16:01,Gremio,Internacional,4-2-3-1,4-3-3,-,0,0,RS,RS,2018,0,Empate,1,2.1763157894736844,-1.4670198195243358
6166,5,Internacional,5.0,1.0,22.0,212.0,65.0,24.0,4.0,0.0,0.0,1.0,2018-05-12,16:01,Gremio,Internacional,4-2-3-1,4-3-3,-,0,0,RS,RS,2018,0,Empate,1,2.1763157894736844,-1.4670198195243358
6167,5,Cruzeiro,15.0,5.0,56.0,481.0,86.0,18.0,2.0,0.0,4.0,7.0,2018-05-13,11:01,Cruzeiro,Sport,4-2-3-1,4-1-4-1,Cruzeiro,2,0,MG,PE,2018,2,Vitória,3,2.1763157894736844,-0.11885166615251586
6167,5,Sport,10.0,4.0,44.0,389.0,82.0,16.0,3.0,0.0,2.0,4.0,2018-05-13,11:01,Cruzeiro,Sport,4-2-3-1,4-1-4-1,Cruzeiro,2,0,MG,PE,2018,2,Derrota,0,2.1763157894736844,-0.11885166615251586
6169,5,Vasco,20.0,7.0,63.0,472.0,80.0,16.0,2.0,0.0,1.0,7.0,2018-05-13,16:00,Vasco,Vitoria,4-2-3-1,4-2-3-1,Vitoria,2,3,RJ,BA,2018,5,Derrota,0,2.1763157894736844,1.903400563905214
6169,5,Vitoria,9.0,3.0,37.0,289.0,69.0,19.0,3.0,0.0,1.0,2.0,2018-05-13,16:00,Vasco,Vitoria,4-2-3-1,4-2-3-1,Vitoria,2,3,RJ,BA,2018,5,Vitória,3,2.1763157894736844,1.903400563905214
6170,5,Palmeiras,10.0,4.0,47.0,366.0,74.0,21.0,3.0,0.0,2.0,3.0,2018-05-13,16:01,Corinthians,Palmeiras,4-2-4-0,4-2-3-1,Corinthians,1,0,SP,SP,2018,1,Derrota,0,2.1763157894736844,-0.7929357428384258
6170,5,Corinthians,11.0,5.0,53.0,409.0,79.0,15.0,2.0,0.0,0.0,10.0,2018-05-13,16:01,Corinthians,Palmeiras,4-2-4-0,4-2-3-1,Corinthians,1,0,SP,SP,2018,1,Vitória,3,2.1763157894736844,-0.7929357428384258
6171,5,Sao Paulo,10.0,4.0,52.0,392.0,76.0,14.0,3.0,0.0,1.0,3.0,2018-05-13,16:01,Bahia,Sao Paulo,4-2-3-1,4-1-4-1,-,2,2,BA,SP,2018,4,Empate,1,2.1763157894736844,1.229316487219304
6171,5,Bahia,11.0,5.0,48.0,378.0,78.0,20.0,5.0,0.0,1.0,3.0,2018-05-13,16:01,Bahia,Sao Paulo,4-2-3-1,4-1-4-1,-,2,2,BA,SP,2018,4,Empate,1,2.1763157894736844,1.229316487219304
6172,5,Flamengo,14.0,4.0,58.0,437.0,82.0,17.0,3.0,0.0,3.0,7.0,2018-05-13,16:01,Chapecoense,Flamengo,4-1-4-1,4-1-4-1,Chapecoense,3,2,SC,RJ,2018,5,Derrota,0,2.1763157894736844,1.903400563905214
6172,5,Chapecoense,11.0,3.0,42.0,327.0,79.0,18.0,2.0,0.0,1.0,3.0,2018-05-13,16:01,Chapecoense,Flamengo,4-1-4-1,4-1-4-1,Chapecoense,3,2,SC,RJ,2018,5,Vitória,3,2.1763157894736844,1.903400563905214
6168,5,Atletico-MG,23.0,11.0,37.0,358.0,79.0,16.0,2.0,0.0,0.0,10.0,2018-05-13,16:03,Athletico-PR,Atletico-MG,3-4-2-1,4-2-3-1,Atletico-MG,1,2,PR,MG,2018,3,Vitória,3,2.1763157894736844,0.5552324105333941
6168,5,Athletico-PR,18.0,8.0,63.0,607.0,88.0,15.0,2.0,0.0,1.0,6.0,2018-05-13,16:03,Athletico-PR,Atletico-MG,3-4-2-1,4-2-3-1,Atletico-MG,1,2,PR,MG,2018,3,Derrota,0,2.1763157894736844,0.5552324105333941
6173,5,Parana,14.0,4.0,43.0,419.0,86.0,14.0,2.0,0.0,0.0,5.0,2018-05-13,19:00,Santos,Parana,4-1-4-1,4-2-3-1,Santos,3,1,SP,PR,2018,4,Derrota,0,2.1763157894736844,1.229316487219304
6173,5,Santos,10.0,5.0,57.0,545.0,87.0,12.0,1.0,0.0,4.0,6.0,2018-05-13,19:00,Santos,Parana,4-1-4-1,4-2-3-1,Santos,3,1,SP,PR,2018,4,Vitória,3,2.1763157894736844,1.229316487219304
6175,5,Ceara,24.0,9.0,65.0,516.0,84.0,16.0,1.0,0.0,2.0,8.0,2018-05-14,20:00,Ceara,America-MG,4-2-3-1,4-2-3-1,-,2,2,CE,MG,2018,4,Empate,1,2.1763157894736844,1.229316487219304
6175,5,America-MG,11.0,4.0,35.0,287.0,68.0,18.0,3.0,0.0,3.0,2.0,2018-05-14,20:00,Ceara,America-MG,4-2-3-1,4-2-3-1,-,2,2,CE,MG,2018,4,Empate,1,2.1763157894736844,1.229316487219304
6174,5,Fluminense,22.0,9.0,59.0,465.0,84.0,12.0,2.0,0.0,2.0,9.0,2018-05-14,20:02,Botafogo-RJ,Fluminense,4-2-3-1,3-4-2-1,Botafogo-RJ,2,1,RJ,RJ,2018,3,Derrota,0,2.1763157894736844,0.5552324105333941
6174,5,Botafogo-RJ,8.0,5.0,41.0,328.0,77.0,12.0,2.0,0.0,2.0,5.0,2018-05-14,20:02,Botafogo-RJ,Fluminense,4-2-3-1,3-4-2-1,Botafogo-RJ,2,1,RJ,RJ,2018,3,Vitória,3,2.1763157894736844,0.5552324105333941
6176,6,Atletico-MG,18.0,5.0,69.0,588.0,86.0,13.0,3.0,0.0,0.0,3.0,2018-05-19,16:00,Atletico-MG,Cruzeiro,4-2-3-1,4-4-2,Atletico-MG,1,0,MG,MG,2018,1,Vitória,3,2.1763157894736844,-0.7929357428384258
6176,6,Cruzeiro,11.0,2.0,31.0,260.0,75.0,15.0,1.0,1.0,1.0,6.0,2018-05-19,16:00,Atletico-MG,Cruzeiro,4-2-3-1,4-4-2,Atletico-MG,1,0,MG,MG,2018,1,Derrota,0,2.1763157894736844,-0.7929357428384258
6177,6,Flamengo,11.0,3.0,61.0,462.0,82.0,16.0,2.0,2.0,3.0,6.0,2018-05-19,19:01,Flamengo,Vasco,4-1-4-1,4-2-3-1,-,1,1,RJ,RJ,2018,2,Empate,1,2.1763157894736844,-0.11885166615251586
6177,6,Vasco,16.0,7.0,39.0,298.0,76.0,24.0,3.0,2.0,0.0,11.0,2018-05-19,19:01,Flamengo,Vasco,4-1-4-1,4-2-3-1,-,1,1,RJ,RJ,2018,2,Empate,1,2.1763157894736844,-0.11885166615251586
