partida_id,rodada,clube,chutes,chutes_no_alvo,posse_de_bola,passes,precisao_passes,faltas,cartao_amarelo,cartao_vermelho,impedimentos,escanteios,data,hora,mandante,visitante,formacao_mandante,formacao_visitante,vencedor,mandante_Placar,visitante_Placar,mandante_Estado,visitante_Estado,ano,total_gols,resultado,pontos,media_gols_ano,z_score_total_gols
6598,10,Bahia,12.0,2.0,38.0,330.0,74.0,13.0,2.0,0.0,0.0,5.0,2019-07-13,19:01,Bahia,Santos,4-3-3,3-4-3,Santos,0,1,BA,SP,2019,1,Derrota,0,2.305263157894737,-0.8380520014900364
6598,10,Santos,17.0,6.0,62.0,527.0,84.0,11.0,3.0,0.0,1.0,7.0,2019-07-13,19:01,Bahia,Santos,4-3-3,3-4-3,Santos,0,1,BA,SP,2019,1,Vitória,3,2.305263157894737,-0.8380520014900364
6599,10,Sao Paulo,14.0,10.0,45.0,333.0,77.0,19.0,3.0,0.0,0.0,8.0,2019-07-13,19:01,Sao Paulo,Palmeiras,4-2-3-1,4-2-3-1,-,1,1,SP,SP,2019,2,Empate,1,2.305263157894737,-0.19599603260654083
6599,10,Palmeiras,15.0,5.0,55.0,406.0,80.0,18.0,3.0,0.0,4.0,5.0,2019-07-13,19:01,Sao Paulo,Palmeiras,4-2-3-1,4-2-3-1,-,1,1,SP,SP,2019,2,Empate,1,2.305263157894737,-0.19599603260654083
6600,10,Goias,7.0,2.0,26.0,202.0,70.0,9.0,2.0,0.0,3.0,0.0,2019-07-14,11:00,Flamengo,Goias,4-1-3-2,4-2-3-1,Flamengo,6,1,RJ,GO,2019,7,Derrota,0,2.305263157894737,3.0142838118109374
6600,10,Flamengo,30.0,16.0,74.0,561.0,89.0,8.0,1.0,0.0,0.0,11.0,2019-07-14,11:00,Flamengo,Goias,4-1-3-2,4-2-3-1,Flamengo,6,1,RJ,GO,2019,7,Vitória,3,2.305263157894737,3.0142838118109374
6602,10,Internacional,12.0,4.0,39.0,303.0,78.0,16.0,3.0,0.0,3.0,2.0,2019-07-14,16:00,Athletico-PR,Internacional,4-2-3-1,4-3-3,Athletico-PR,1,0,PR,RS,2019,1,Derrota,0,2.305263157894737,-0.8380520014900364
6602,10,Athletico-PR,17.0,6.0,61.0,460.0,85.0,15.0,3.0,0.0,2.0,6.0,2019-07-14,16:00,Athletico-PR,Internacional,4-2-3-1,4-3-3,Athletico-PR,1,0,PR,RS,2019,1,Vitória,3,2.305263157894737,-0.8380520014900364
6603,10,Cruzeiro,7.0,1.0,42.0,454.0,87.0,11.0,0.0,0.0,3.0,5.0,2019-07-14,16:00,Cruzeiro,Botafogo-RJ,4-2-3-1,4-3-3,-,0,0,MG,RJ,2019,0,Empate,1,2.305263157894737,-1.480107970373532
6603,10,Botafogo-RJ,8.0,1.0,58.0,640.0,88.0,8.0,0.0,0.0,0.0,3.0,2019-07-14,16:00,Cruzeiro,Botafogo-RJ,4-2-3-1,4-3-3,-,0,0,MG,RJ,2019,0,Empate,1,2.305263157894737,-1.480107970373532
6601,10,Corinthians,27.0,8.0,67.0,549.0,88.0,2.0,2.0,0.0,1.0,16.0,2019-07-14,16:03,Corinthians,CSA,4-1-4-1,4-2-2-2,Corinthians,1,0,SP,AL,2019,1,Vitória,3,2.305263157894737,-0.8380520014900364
6601,10,CSA,4.0,1.0,33.0,296.0,75.0,18.0,6.0,0.0,0.0,1.0,2019-07-14,16:03,Corinthians,CSA,4-1-4-1,4-2-2-2,Corinthians,1,0,SP,AL,2019,1,Derrota,0,2.305263157894737,-0.8380520014900364
6604,10,Chapecoense,15.0,3.0,38.0,264.0,70.0,20.0,3.0,0.0,2.0,5.0,2019-07-14,19:00,Chapecoense,Atletico-MG,4-1-4-1,4-2-3-1,Atletico-MG,1,2,SC,MG,2019,3,Derrota,0,2.305263157894737,0.44605993627695484
6604,10,Atletico-MG,21.0,7.0,62.0,439.0,80.0,16.0,5.0,0.0,2.0,10.0,2019-07-14,19:00,Chapecoense,Atletico-MG,4-1-4-1,4-2-3-1,Atletico-MG,1,2,SC,MG,2019,3,Vitória,3,2.305263157894737,0.44605993627695484
6605,10,Fluminense,23.0,7.0,71.0,628.0,87.0,11.0,2.0,0.0,1.0,14.0,2019-07-15,20:01,Fluminense,Ceara,4-3-3,4-1-4-1,-,1,1,RJ,CE,2019,2,Empate,1,2.305263157894737,-0.19599603260654083
6605,10,Ceara,9.0,5.0,29.0,265.0,72.0,15.0,2.0,0.0,2.0,5.0,2019-07-15,20:01,Fluminense,Ceara,4-3-3,4-1-4-1,-,1,1,RJ,CE,2019,2,Empate,1,2.305263157894737,-0.19599603260654083
6606,11,Fluminense,5.0,2.0,56.0,499.0,85.0,22.0,2.0,2.0,1.0,2.0,2019-07-20,11:02,Vasco,Fluminense,4-1-4-1,4-2-3-1,Vasco,2,1,RJ,RJ,2019,3,Derrota,0,2.305263157894737,0.44605993627695484
6606,11,Vasco,16.0,5.0,44.0,391.0,83.0,25.0,4.0,0.0,4.0,3.0,2019-07-20,11:02,Vasco,Fluminense,4-1-4-1,4-2-3-1,Vasco,2,1,RJ,RJ,2019,3,Vitória,3,2.305263157894737,0.44605993627695484
6609,11,Athletico-PR,13.5,5.0,50.0,444.5,82.5,16.0,,,,6.0,2019-07-20,16:10,CSA,Athletico-PR,4-3-1-2,4-2-3-1,Athletico-PR,0,4,AL,PR,2019,4,Vitória,3,2.305263157894737,1.0881159051604505
6609,11,CSA,10.0,3.0,50.0,344.0,79.0,16.0,,,,3.0,2019-07-20,16:10,CSA,Athletico-PR,4-3-1-2,4-2-3-1,Athletico-PR,0,4,AL,PR,2019,4,Derrota,0,2.305263157894737,1.0881159051604505
6607,11,Cruzeiro,12.0,5.0,42.0,384.0,79.0,8.0,1.0,0.0,2.0,5.0,2019-07-20,17:00,Bahia,Cruzeiro,4-1-4-1,4-3-3,-,0,0,BA,MG,2019,0,Empate,1,2.305263157894737,-1.480107970373532
6607,11,Bahia,12.0,1.0,58.0,517.0,87.0,17.0,1.0,1.0,1.0,5.0,2019-07-20,17:00,Bahia,Cruzeiro,4-1-4-1,4-3-3,-,0,0,BA,MG,2019,0,Empate,1,2.305263157894737,-1.480107970373532
6610,11,Internacional,11.0,4.0,42.0,415.0,79.0,13.0,3.0,0.0,0.0,1.0,2019-07-20,19:00,Internacional,Gremio,4-1-4-1,4-2-3-1,-,1,1,RS,RS,2019,2,Empate,1,2.305263157894737,-0.19599603260654083
6610,11,Gremio,10.0,3.0,58.0,570.0,82.0,14.0,2.0,0.0,0.0,2.0,2019-07-20,19:00,Internacional,Gremio,4-1-4-1,4-2-3-1,-,1,1,RS,RS,2019,2,Empate,1,2.305263157894737,-0.19599603260654083
6608,11,Ceara,9.0,4.0,42.0,286.0,77.0,26.0,3.0,0.0,1.0,3.0,2019-07-20,19:01,Ceara,Palmeiras,4-4-2,4-2-3-1,Ceara,2,0,CE,SP,2019,2,Vitória,3,2.305263157894737,-0.19599603260654083
6608,11,Palmeiras,21.0,6.0,58.0,374.0,83.0,13.0,2.0,0.0,1.0,9.0,2019-07-20,19:01,Ceara,Palmeiras,4-4-2,4-2-3-1,Ceara,2,0,CE,SP,2019,2,Derrota,0,2.305263157894737,-0.19599603260654083
6611,11,Botafogo-RJ,9.0,1.0,51.0,441.0,85.0,12.0,1.0,1.0,1.0,9.0,2019-07-21,11:01,Botafogo-RJ,Santos,4-1-4-1,4-3-3,Santos,0,1,RJ,SP,2019,1,Derrota,0,2.305263157894737,-0.8380520014900364
6611,11,Santos,13.0,4.0,49.0,445.0,84.0,14.0,2.0,1.0,1.0,2.0,2019-07-21,11:01,Botafogo-RJ,Santos,4-1-4-1,4-3-3,Santos,0,1,RJ,SP,2019,1,Vitória,3,2.305263157894737,-0.8380520014900364
6613,11,Flamengo,6.0,3.0,56.0,410.0,80.0,17.0,3.0,1.0,0.0,5.0,2019-07-21,16:01,Corinthians,Flamengo,4-1-4-1,4-1-4-1,-,1,1,SP,RJ,2019,2,Empate,1,2.305263157894737,-0.19599603260654083
6613,11,Corinthians,14.0,3.0,44.0,318.0,79.0,20.0,1.0,0.0,2.0,4.0,2019-07-21,16:01,Corinthians,Flamengo,4-1-4-1,4-1-4-1,-,1,1,SP,RJ,2019,2,Empate,1,2.305263157894737,-0.19599603260654083
6612,11,Fortaleza,10.0,4.0,48.0,385.0,80.0,12.0,4.0,0.0,0.0,2.0,2019-07-21,16:02,Atletico-MG,Fortaleza,4-2-3-1,4-2-3-1,-,2,2,MG,CE,2019,4,Empate,1,2.305263157894737,1.0881159051604505
6612,11,Atletico-MG,19.0,7.0,52.0,409.0,84.0,15.0,1.0,0.0,0.0,3.0,2019-07-21,16:02,Atletico-MG,Fortaleza,4-2-3-1,4-2-3-1,-,2,2,MG,CE,2019,4,Empate,1,2.305263157894737,1.0881159051604505
6614,11,Avai,15.0,3.0,62.0,490.0,81.0,16.0,4.0,0.0,1.0,5.0,2019-07-21,19:00,Avai,Goias,4-2-3-1,4-2-3-1,-,0,0,SC,GO,2019,0,Empate,1,2.305263157894737,-1.480107970373532
6614,11,Goias,11.0,3.0,38.0,304.0,69.0,19.0,2.0,0.0,0.0,3.0,2019-07-21,19:00,Avai,Goias,4-2-3-1,4-2-3-1,-,0,0,SC,GO,2019,0,Empate,1,2.305263157894737,-1.480107970373532
6615,11,Sao Paulo,19.0,6.0,49.0,400.0,79.0,29.0,1.0,0.0,0.0,5.0,2019-07-22,20:02,Sao Paulo,Chapecoense,4-2-3-1,4-2-3-1,Sao Paulo,4,0,SP,SC,2019,4,Vitória,3,2.305263157894737,1.0881159051604505
6615,11,Chapecoense,8.0,2.0,51.0,405.0,82.0,19.0,3.0,0.0,3.0,3.0,2019-07-22,20:02,Sao Paulo,Chapecoense,4-2-3-1,4-2-3-1,Sao Paulo,4,0,SP,SC,2019,4,Derrota,0,2.305263157894737,1.0881159051604505
6617,12,Cruzeiro,14.0,4.0,50.0,454.0,82.0,14.0,,,,4.0,2019-07-27,13:58,Cruzeiro,Athletico-PR,4-2-3-1,4-2-3-1,Athletico-PR,0,2,MG,PR,2019,2,Derrota,0,2.305263157894737,-0.19599603260654083
6617,12,Athletico-PR,13.5,5.0,50.0,444.5,82.5,16.0,,,,6.0,2019-07-27,13:58,Cruzeiro,Athletico-PR,4-2-3-1,4-2-3-1,Athletico-PR,0,2,MG,PR,2019,2,Vitória,3,2.305263157894737,-0.19599603260654083
6616,12,Vasco,6.0,1.0,45.0,321.0,77.0,22.0,4.0,0.0,0.0,4.0,2019-07-27,17:00,Palmeiras,Vasco,4-2-3-1,4-3-3,-,1,1,SP,RJ,2019,2,Empate,1,2.305263157894737,-0.19599603260654083
6616,12,Palmeiras,15.0,4.0,55.0,386.0,85.0,22.0,1.0,0.0,1.0,3.0,2019-07-27,17:00,Palmeiras,Vasco,4-2-3-1,4-3-3,-,1,1,SP,RJ,2019,2,Empate,1,2.305263157894737,-0.19599603260654083
6619,12,Ceara,9.0,2.0,45.0,408.0,75.0,12.0,3.0,0.0,0.0,6.0,2019-07-27,19:00,Internacional,Ceara,4-3-3,4-4-2,Internacional,1,0,RS,CE,2019,1,Derrota,0,2.305263157894737,-0.8380520014900364
6619,12,Internacional,11.0,5.0,55.0,490.0,82.0,11.0,3.0,0.0,1.0,6.0,2019-07-27,19:00,Internacional,Ceara,4-3-3,4-4-2,Internacional,1,0,RS,CE,2019,1,Vitória,3,2.305263157894737,-0.8380520014900364
6618,12,Sao Paulo,13.0,5.0,28.0,264.0,78.0,14.0,3.0,0.0,0.0,2.0,2019-07-27,19:01,Fluminense,Sao Paulo,4-2-3-1,4-2-3-1,Sao Paulo,1,2,RJ,SP,2019,3,Vitória,3,2.305263157894737,0.44605993627695484
6618,12,Fluminense,14.0,4.0,72.0,660.0,89.0,20.0,1.0,0.0,0.0,4.0,2019-07-27,19:01,Fluminense,Sao Paulo,4-2-3-1,4-2-3-1,Sao Paulo,1,2,RJ,SP,2019,3,Derrota,0,2.305263157894737,0.44605993627695484
6620,12,Bahia,16.0,7.0,53.0,411.0,74.0,15.0,1.0,0.0,1.0,5.0,2019-07-28,11:00,Chapecoense,Bahia,4-1-4-1,4-3-3,-,0,0,SC,BA,2019,0,Empate,1,2.305263157894737,-1.480107970373532
6620,12,Chapecoense,16.0,4.0,47.0,360.0,76.0,16.0,1.0,0.0,0.0,10.0,2019-07-28,11:00,Chapecoense,Bahia,4-1-4-1,4-3-3,-,0,0,SC,BA,2019,0,Empate,1,2.305263157894737,-1.480107970373532
6621,12,Botafogo-RJ,12.0,3.0,37.0,290.0,76.0,16.0,2.0,0.0,3.0,4.0,2019-07-28,15:59,Flamengo,Botafogo-RJ,4-4-2,4-1-4-1,Flamengo,3,2,RJ,RJ,2019,5,Derrota,0,2.305263157894737,1.7301718740439462
6621,12,Flamengo,15.0,5.0,63.0,488.0,86.0,23.0,5.0,0.0,0.0,5.0,2019-07-28,15:59,Flamengo,Botafogo-RJ,4-4-2,4-1-4-1,Flamengo,3,2,RJ,RJ,2019,5,Vitória,3,2.305263157894737,1.7301718740439462
6622,12,Santos,18.0,10.0,60.0,435.0,81.0,9.0,2.0,0.0,4.0,15.0,2019-07-28,16:01,Santos,Avai,4-3-3,4-1-4-1,Santos,3,1,SP,SC,2019,4,Vitória,3,2.305263157894737,1.0881159051604505
6622,12,Avai,11.0,4.0,40.0,308.0,73.0,13.0,2.0,0.0,0.0,4.0,2019-07-28,16:01,Santos,Avai,4-3-3,4-1-4-1,Santos,3,1,SP,SC,2019,4,Derrota,0,2.305263157894737,1.0881159051604505
6624,12,Fortaleza,14.0,3.0,48.0,408.0,87.0,18.0,2.0,0.0,2.0,1.0,2019-07-28,19:00,Fortaleza,Corinthians,4-4-2,4-1-4-1,Corinthians,1,3,CE,SP,2019,4,Derrota,0,2.305263157894737,1.0881159051604505
6624,12,Corinthians,14.0,5.0,52.0,450.0,87.0,16.0,1.0,0.0,1.0,1.0,2019-07-28,19:00,Fortaleza,Corinthians,4-4-2,4-1-4-1,Corinthians,1,3,CE,SP,2019,4,Vitória,3,2.305263157894737,1.0881159051604505
6623,12,Goias,16.0,2.0,45.0,397.0,85.0,14.0,1.0,0.0,1.0,7.0,2019-07-28,19:03,Goias,Atletico-MG,4-2-3-1,4-1-4-1,-,0,0,GO,MG,2019,0,Empate,1,2.305263157894737,-1.480107970373532
6623,12,Atletico-MG,11.0,0.0,55.0,486.0,87.0,9.0,0.0,0.0,3.0,4.0,2019-07-28,19:03,Goias,Atletico-MG,4-2-3-1,4-1-4-1,-,0,0,GO,MG,2019,0,Empate,1,2.305263157894737,-1.480107970373532
6625,12,CSA,10.0,2.0,40.0,350.0,82.0,13.0,4.0,0.0,0.0,2.0,2019-07-29,20:02,CSA,Gremio,4-2-3-1,4-2-3-1,-,0,0,AL,RS,2019,0,Empate,1,2.305263157894737,-1.480107970373532
6625,12,Gremio,15.0,0.0,60.0,526.0,85.0,13.0,2.0,0.0,2.0,6.0,2019-07-29,20:02,CSA,Gremio,4-2-3-1,4-2-3-1,-,0,0,AL,RS,2019,0,Empate,1,2.305263157894737,-1.480107970373532
6627,13,Internacional,15.0,4.0,39.0,412.0,83.0,12.0,2.0,0.0,0.0,5.0,2019-08-03,19:00,Fluminense,Internacional,4-1-4-1,4-3-3,Fluminense,2,1,RJ,RS,2019,3,Derrota,0,2.305263157894737,0.44605993627695484
6627,13,Fluminense,22.0,6.0,61.0,640.0,88.0,8.0,1.0,0.0,0.0,8.0,2019-08-03,19:00,Fluminense,Internacional,4-1-4-1,4-3-3,Fluminense,2,1,RJ,RS,2019,3,Vitória,3,2.305263157894737,0.44605993627695484
6626,13,Ceara,11.0,4.0,35.0,229.0,62.0,14.0,3.0,0.0,4.0,8.0,2019-08-03,19:01,Ceara,Fortaleza,4-2-3-1,4-4-2,Ceara,2,1,CE,CE,2019,3,Vitória,3,2.305263157894737,0.44605993627695484
6626,13,Fortaleza,11.0,4.0,65.0,427.0,81.0,16.0,0.0,1.0,2.0,4.0,2019-08-03,19:01,Ceara,Fortaleza,4-2-3-1,4-4-2,Ceara,2,1,CE,CE,2019,3,Derrota,0,2.305263157894737,0.44605993627695484
6628,13,Goias,20.0,2.0,38.0,311.0,79.0,8.0,4.0,0.0,1.0,6.0,2019-08-04,11:01,Santos,Goias,3-2-4-1,4-2-3-1,Santos,6,1,SP,GO,2019,7,Derrota,0,2.305263157894737,3.0142838118109374
6628,13,Santos,19.0,10.0,62.0,500.0,84.0,15.0,3.0,0.0,4.0,6.0,2019-08-04,11:01,Santos,Goias,3-2-4-1,4-2-3-1,Santos,6,1,SP,GO,2019,7,Vitória,3,2.305263157894737,3.0142838118109374
6629,13,Avai,30.0,4.0,60.0,507.0,85.0,12.0,2.0,1.0,3.0,16.0,2019-08-04,16:00,Avai,Botafogo-RJ,4-2-3-1,4-1-4-1,Botafogo-RJ,0,2,SC,RJ,2019,2,Derrota,0,2.305263157894737,-0.19599603260654083
6629,13,Botafogo-RJ,9.0,5.0,40.0,368.0,78.0,11.0,1.0,0.0,0.0,1.0,2019-08-04,16:00,Avai,Botafogo-RJ,4-2-3-1,4-1-4-1,Botafogo-RJ,0,2,SC,RJ,2019,2,Vitória,3,2.305263157894737,-0.19599603260654083
6630,13,Flamengo,13.0,1.0,69.0,582.0,82.0,14.0,1.0,0.0,2.0,7.0,2019-08-04,16:01,Bahia,Flamengo,4-3-3,4-2-3-1,Bahia,3,0,BA,RJ,2019,3,Derrota,0,2.305263157894737,0.44605993627695484
6630,13,Bahia,10.0,7.0,31.0,273.0,65.0,18.0,1.0,1.0,4.0,4.0,2019-08-04,16:01,Bahia,Flamengo,4-3-3,4-2-3-1,Bahia,3,0,BA,RJ,2019,3,Vitória,3,2.305263157894737,0.44605993627695484
6631,13,Palmeiras,8.0,6.0,50.0,373.0,77.0,24.0,3.0,0.0,3.0,5.0,2019-08-04,19:00,Corinthians,Palmeiras,4-1-4-1,4-2-3-1,-,1,1,SP,SP,2019,2,Empate,1,2.305263157894737,-0.19599603260654083
6631,13,Corinthians,9.0,7.0,50.0,371.0,79.0,11.0,1.0,0.0,1.0,3.0,2019-08-04,19:00,Corinthians,Palmeiras,4-1-4-1,4-2-3-1,-,1,1,SP,SP,2019,2,Empate,1,2.305263157894737,-0.19599603260654083
6632,13,Vasco,18.0,2.0,57.0,511.0,83.0,13.0,4.0,0.0,0.0,8.0,2019-08-04,19:00,Vasco,CSA,4-2-3-1,4-2-3-1,-,0,0,RJ,AL,2019,0,Empate,1,2.305263157894737,-1.480107970373532
6632,13,CSA,12.0,2.0,43.0,395.0,72.0,14.0,1.0,0.0,1.0,5.0,2019-08-04,19:00,Vasco,CSA,4-2-3-1,4-2-3-1,-,0,0,RJ,AL,2019,0,Empate,1,2.305263157894737,-1.480107970373532
6633,13,Cruzeiro,14.0,4.0,62.0,595.0,88.0,13.0,3.0,0.0,2.0,6.0,2019-08-04,19:00,Atletico-MG,Cruzeiro,4-1-4-1,4-2-3-1,Atletico-MG,2,0,MG,MG,2019,2,Derrota,0,2.305263157894737,-0.19599603260654083
6633,13,Atletico-MG,15.0,6.0,38.0,359.0,82.0,19.0,2.0,0.0,0.0,6.0,2019-08-04,19:00,Atletico-MG,Cruzeiro,4-1-4-1,4-2-3-1,Atletico-MG,2,0,MG,MG,2019,2,Vitória,3,2.305263157894737,-0.19599603260654083
6634,13,Gremio,23.0,9.0,69.0,583.0,88.0,17.0,4.0,0.0,3.0,11.0,2019-08-05,20:00,Gremio,Chapecoense,4-2-3-1,4-4-1-1,-,3,3,RS,SC,2019,6,Empate,1,2.305263157894737,2.3722278429274417
6634,13,Chapecoense,9.0,4.0,31.0,268.0,71.0,16.0,3.0,0.0,0.0,3.0,2019-08-05,20:00,Gremio,Chapecoense,4-2-3-1,4-4-1-1,-,3,3,RS,SC,2019,6,Empate,1,2.305263157894737,2.3722278429274417
6575,7,Goias,11.0,3.0,36.0,318.0,79.0,11.0,2.0,1.0,4.0,5.0,2019-08-07,19:15,Corinthians,Goias,4-1-4-1,4-3-3,Corinthians,2,0,SP,GO,2019,2,Derrota,0,2.305263157894737,-0.19599603260654083
6575,7,Corinthians,19.0,6.0,64.0,575.0,89.0,13.0,1.0,0.0,0.0,6.0,2019-08-07,19:15,Corinthians,Goias,4-1-4-1,4-3-3,Corinthians,2,0,SP,GO,2019,2,Vitória,3,2.305263157894737,-0.19599603260654083
6636,14,Ceara,8.0,5.0,39.0,292.0,79.0,20.0,3.0,0.0,4.0,2.0,2019-08-10,17:01,Ceara,Chapecoense,4-2-3-1,4-4-1-1,Ceara,4,1,CE,SC,2019,5,Vitória,3,2.305263157894737,1.7301718740439462
6636,14,Chapecoense,14.0,3.0,61.0,459.0,83.0,11.0,2.0,0.0,1.0,4.0,2019-08-10,17:01,Ceara,Chapecoense,4-2-3-1,4-4-1-1,Ceara,4,1,CE,SC,2019,5,Derrota,0,2.305263157894737,1.7301718740439462
6637,14,Sao Paulo,20.0,7.0,42.0,263.0,71.0,21.0,6.0,0.0,1.0,5.0,2019-08-10,17:03,Sao Paulo,Santos,4-2-3-1,4-3-3,Sao Paulo,3,2,SP,SP,2019,5,Vitória,3,2.305263157894737,1.7301718740439462
6637,14,Santos,14.0,3.0,58.0,367.0,76.0,15.0,1.0,0.0,1.0,2.0,2019-08-10,17:03,Sao Paulo,Santos,4-2-3-1,4-3-3,Sao Paulo,3,2,SP,SP,2019,5,Derrota,0,2.305263157894737,1.7301718740439462
6638,14,Flamengo,18.0,5.0,58.0,506.0,86.0,14.0,4.0,0.0,0.0,4.0,2019-08-10,18:59,Flamengo,Gremio,4-2-2-2,4-2-3-1,Flamengo,3,1,RJ,RS,2019,4,Vitória,3,2.305263157894737,1.0881159051604505
6638,14,Gremio,7.0,2.0,42.0,380.0,82.0,15.0,2.0,0.0,1.0,3.0,2019-08-10,18:59,Flamengo,Gremio,4-2-2-2,4-2-3-1,Flamengo,3,1,RJ,RS,2019,4,Derrota,0,2.305263157894737,1.0881159051604505
6639,14,Fluminense,21.0,7.0,59.0,527.0,87.0,13.0,2.0,1.0,2.0,5.0,2019-08-10,21:00,Atletico-MG,Fluminense,4-2-3-1,4-1-4-1,Atletico-MG,2,1,MG,RJ,2019,3,Derrota,0,2.305263157894737,0.44605993627695484
6639,14,Atletico-MG,19.0,9.0,41.0,373.0,80.0,14.0,4.0,0.0,4.0,3.0,2019-08-10,21:00,Atletico-MG,Fluminense,4-2-3-1,4-1-4-1,Atletico-MG,2,1,MG,RJ,2019,3,Vitória,3,2.305263157894737,0.44605993627695484
6640,14,Corinthians,8.0,1.0,44.0,447.0,78.0,8.0,2.0,0.0,0.0,3.0,2019-08-11,11:00,Internacional,Corinthians,4-3-3,4-1-4-1,-,0,0,RS,SP,2019,0,Empate,1,2.305263157894737,-1.480107970373532
6640,14,Internacional,7.0,1.0,56.0,551.0,84.0,16.0,3.0,0.0,3.0,9.0,2019-08-11,11:00,Internacional,Corinthians,4-3-3,4-1-4-1,-,0,0,RS,SP,2019,0,Empate,1,2.305263157894737,-1.480107970373532
6641,14,Palmeiras,17.0,9.0,41.0,287.0,78.0,15.0,6.0,1.0,1.0,8.0,2019-08-11,16:00,Palmeiras,Bahia,4-2-3-1,4-3-3,-,2,2,SP,BA,2019,4,Empate,1,2.305263157894737,1.0881159051604505
6641,14,Bahia,7.0,4.0,59.0,428.0,84.0,19.0,3.0,1.0,1.0,3.0,2019-08-11,16:00,Palmeiras,Bahia,4-2-3-1,4-3-3,-,2,2,SP,BA,2019,4,Empate,1,2.305263157894737,1.0881159051604505
6642,14,Cruzeiro,14.0,6.0,51.0,386.0,77.0,15.0,1.0,1.0,2.0,1.0,2019-08-11,16:01,Avai,Cruzeiro,4-3-3,4-2-3-1,-,2,2,SC,MG,2019,4,Empate,1,2.305263157894737,1.0881159051604505
6642,14,Avai,13.0,3.0,49.0,360.0,75.0,15.0,4.0,1.0,3.0,5.0,2019-08-11,16:01,Avai,Cruzeiro,4-3-3,4-2-3-1,-,2,2,SC,MG,2019,4,Empate,1,2.305263157894737,1.0881159051604505
6643,14,Botafogo-RJ,13.0,6.0,46.0,367.0,78.0,11.0,3.0,0.0,1.0,7.0,2019-08-11,16:01,Botafogo-RJ,Athletico-PR,4-1-4-1,4-2-3-1,Botafogo-RJ,2,1,RJ,PR,2019,3,Vitória,3,2.305263157894737,0.44605993627695484
6643,14,Athletico-PR,17.0,8.0,54.0,426.0,80.0,12.0,1.0,0.0,0.0,7.0,2019-08-11,16:01,Botafogo-RJ,Athletico-PR,4-1-4-1,4-2-3-1,Botafogo-RJ,2,1,RJ,PR,2019,3,Derrota,0,2.305263157894737,0.44605993627695484
6644,14,Vasco,12.0,5.0,45.0,350.0,74.0,22.0,3.0,1.0,1.0,4.0,2019-08-11,19:00,Goias,Vasco,4-2-3-1,4-2-3-1,Vasco,0,1,GO,RJ,2019,1,Vitória,3,2.305263157894737,-0.8380520014900364
6644,14,Goias,19.0,5.0,55.0,420.0,83.0,14.0,4.0,0.0,2.0,3.0,2019-08-11,19:00,Goias,Vasco,4-2-3-1,4-2-3-1,Vasco,0,1,GO,RJ,2019,1,Derrota,0,2.305263157894737,-0.8380520014900364
6645,14,Fortaleza,6.0,3.0,48.0,450.0,85.0,13.0,1.0,0.0,4.0,3.0,2019-08-12,20:01,CSA,Fortaleza,4-2-2-2,4-4-1-1,Fortaleza,0,2,AL,CE,2019,2,Vitória,3,2.305263157894737,-0.19599603260654083
6645,14,CSA,16.0,5.0,52.0,470.0,87.0,19.0,3.0,0.0,3.0,2.0,2019-08-12,20:01,CSA,Fortaleza,4-2-2-2,4-4-1-1,Fortaleza,0,2,AL,CE,2019,2,Derrota,0,2.305263157894737,-0.19599603260654083
6649,15,Athletico-PR,13.5,5.0,50.0,444.5,82.5,16.0,,,,6.0,2019-08-17,11:04,Athletico-PR,Atletico-MG,4-2-3-1,4-2-3-1,Athletico-PR,1,0,PR,MG,2019,1,Vitória,3,2.305263157894737,-0.8380520014900364
6649,15,Atletico-MG,15.0,5.0,50.0,419.0,81.0,14.0,,,,5.0,2019-08-17,11:04,Athletico-PR,Atletico-MG,4-2-3-1,4-2-3-1,Athletico-PR,1,0,PR,MG,2019,1,Derrota,0,2.305263157894737,-0.8380520014900364
6646,15,Corinthians,18.0,9.0,43.0,393.0,87.0,17.0,2.0,0.0,2.0,7.0,2019-08-17,17:00,Corinthians,Botafogo-RJ,4-1-4-1,4-3-3,Corinthians,2,0,SP,RJ,2019,2,Vitória,3,2.305263157894737,-0.19599603260654083
6646,15,Botafogo-RJ,8.0,3.0,57.0,545.0,89.0,13.0,3.0,0.0,2.0,2.0,2019-08-17,17:00,Corinthians,Botafogo-RJ,4-1-4-1,4-3-3,Corinthians,2,0,SP,RJ,2019,2,Derrota,0,2.305263157894737,-0.19599603260654083
6647,15,Internacional,7.0,2.0,45.0,413.0,84.0,14.0,2.0,0.0,4.0,0.0,2019-08-17,17:19,Fortaleza,Internacional,4-4-1-1,4-3-3,Internacional,0,1,CE,RS,2019,1,Vitória,3,2.305263157894737,-0.8380520014900364
6647,15,Fortaleza,15.0,4.0,55.0,485.0,87.0,14.0,1.0,1.0,0.0,7.0,2019-08-17,17:19,Fortaleza,Internacional,4-4-1-1,4-3-3,Internacional,0,1,CE,RS,2019,1,Derrota,0,2.305263157894737,-0.8380520014900364
6648,15,Flamengo,17.0,10.0,58.0,491.0,87.0,18.0,3.0,0.0,0.0,7.0,2019-08-17,19:00,Vasco,Flamengo,4-3-3,4-2-3-1,Flamengo,1,4,RJ,RJ,2019,5,Vitória,3,2.305263157894737,1.7301718740439462
